"layer","layer_name","x","y","visual_label","visual_text","visual_behavior","behavior","parameter_summary","text_parameters","select_parameters","checked_modifiers"
"0","0","0","0","Esc","Key Press","Key Press","Key Press","Keyboard Escape","default_transform: | Key::Keyboard Escape","default_transform:default_transform",""
"0","0","1","0","1","Key Press","Key Press","Key Press","Keyboard 1 and Bang","default_transform: | Key::Keyboard 1 and Bang","default_transform:default_transform",""
"0","0","2","0","2","Key Press","Key Press","Key Press","Keyboard 2 and At","default_transform: | Key::Keyboard 2 and At","default_transform:default_transform",""
"0","0","3","0","3","Key Press","Key Press","Key Press","Keyboard 3 and Hash","default_transform: | Key::Keyboard 3 and Hash","default_transform:default_transform",""
"0","0","4","0","4","Key Press","Key Press","Key Press","Keyboard 4 and Dollar","default_transform: | Key::Keyboard 4 and Dollar","default_transform:default_transform",""
"0","0","5","0","5","Key Press","Key Press","Key Press","Keyboard 5 and Percent","default_transform: | Key::Keyboard 5 and Percent","default_transform:default_transform",""
"0","0","7","0","6","Key Press","Key Press","Key Press","Keyboard 6 and Caret","default_transform: | Key::Keyboard 6 and Caret","default_transform:default_transform",""
"0","0","8","0","7","Key Press","Key Press","Key Press","Keyboard 7 and Ampersand","default_transform: | Key::Keyboard 7 and Ampersand","default_transform:default_transform",""
"0","0","9","0","8","Key Press","Key Press","Key Press","Keyboard 8 and Star","default_transform: | Key::Keyboard 8 and Star","default_transform:default_transform",""
"0","0","10","0","9","Key Press","Key Press","Key Press","Keyboard 9 and Left Bracket","default_transform: | Key::Keyboard 9 and Left Bracket","default_transform:default_transform",""
"0","0","11","0","0","Key Press","Key Press","Key Press","Keyboard 0 and Right Bracket","default_transform: | Key::Keyboard 0 and Right Bracket","default_transform:default_transform",""
"0","0","12","0","BkSp","Key Press","Key Press","Key Press","Keyboard Delete","default_transform: | Key::Keyboard Delete","default_transform:default_transform",""
"0","0","0","1","Tab","Key Press","Key Press","Key Press","Keyboard Tab","default_transform: | Key::Keyboard Tab","default_transform:default_transform",""
"0","0","1","1","Q","Key Press","Key Press","Key Press","Keyboard Q","default_transform: | Key::Keyboard Q","default_transform:default_transform",""
"0","0","2","1","W","Key Press","Key Press","Key Press","Keyboard W","default_transform: | Key::Keyboard W","default_transform:default_transform",""
"0","0","3","1","E","Key Press","Key Press","Key Press","Keyboard E","default_transform: | Key::Keyboard E","default_transform:default_transform",""
"0","0","4","1","R","Key Press","Key Press","Key Press","Keyboard R","default_transform: | Key::Keyboard R","default_transform:default_transform",""
"0","0","5","1","T","Key Press","Key Press","Key Press","Keyboard T","default_transform: | Key::Keyboard T","default_transform:default_transform",""
"0","0","7","1","Y","Key Press","Key Press","Key Press","Keyboard Y","default_transform: | Key::Keyboard Y","default_transform:default_transform",""
"0","0","8","1","U","Key Press","Key Press","Key Press","Keyboard U","default_transform: | Key::Keyboard U","default_transform:default_transform",""
"0","0","9","1","I","Key Press","Key Press","Key Press","Keyboard I","default_transform: | Key::Keyboard I","default_transform:default_transform",""
"0","0","10","1","O","Key Press","Key Press","Key Press","Keyboard O","default_transform: | Key::Keyboard O","default_transform:default_transform",""
"0","0","11","1","P","Key Press","Key Press","Key Press","Keyboard P","default_transform: | Key::Keyboard P","default_transform:default_transform",""
"0","0","12","1","\","Key Press","Key Press","Key Press","Keyboard Backslash and Pipe","default_transform: | Key::Keyboard Backslash and Pipe","default_transform:default_transform",""
"0","0","0","2","Shft","Key Press","Key Press","Key Press","Keyboard LeftShift","default_transform: | Key::Keyboard LeftShift","default_transform:default_transform",""
"0","0","1","2","A","Key Press","Key Press","Key Press","Keyboard A","default_transform: | Key::Keyboard A","default_transform:default_transform",""
"0","0","2","2","S","Key Press","Key Press","Key Press","Keyboard S","default_transform: | Key::Keyboard S","default_transform:default_transform",""
"0","0","3","2","D","Key Press","Key Press","Key Press","Keyboard D","default_transform: | Key::Keyboard D","default_transform:default_transform",""
"0","0","4","2","F","Key Press","Key Press","Key Press","Keyboard F","default_transform: | Key::Keyboard F","default_transform:default_transform",""
"0","0","5","2","G","Key Press","Key Press","Key Press","Keyboard G","default_transform: | Key::Keyboard G","default_transform:default_transform",""
"0","0","7","2","H","Key Press","Key Press","Key Press","Keyboard H","default_transform: | Key::Keyboard H","default_transform:default_transform",""
"0","0","8","2","J","Key Press","Key Press","Key Press","Keyboard J","default_transform: | Key::Keyboard J","default_transform:default_transform",""
"0","0","9","2","K","Key Press","Key Press","Key Press","Keyboard K","default_transform: | Key::Keyboard K","default_transform:default_transform",""
"0","0","10","2","L","Key Press","Key Press","Key Press","Keyboard L","default_transform: | Key::Keyboard L","default_transform:default_transform",""
"0","0","11","2",";","Key Press","Key Press","Key Press","Keyboard SemiColon and Colon","default_transform: | Key::Keyboard SemiColon and Colon","default_transform:default_transform",""
"0","0","12","2","'","Key Press","Key Press","Key Press","Keyboard Left Apos and Double","default_transform: | Key::Keyboard Left Apos and Double","default_transform:default_transform",""
"0","0","0","3","Ctrl","Key Press","Key Press","Key Press","Keyboard LeftControl","default_transform: | Key::Keyboard LeftControl","default_transform:default_transform",""
"0","0","1","3","Z","Key Press","Key Press","Key Press","Keyboard Z","default_transform: | Key::Keyboard Z","default_transform:default_transform",""
"0","0","2","3","X","Key Press","Key Press","Key Press","Keyboard X","default_transform: | Key::Keyboard X","default_transform:default_transform",""
"0","0","3","3","C","Key Press","Key Press","Key Press","Keyboard C","default_transform: | Key::Keyboard C","default_transform:default_transform",""
"0","0","4","3","V","Key Press","Key Press","Key Press","Keyboard V","default_transform: | Key::Keyboard V","default_transform:default_transform",""
"0","0","5","3","B","Key Press","Key Press","Key Press","Keyboard B","default_transform: | Key::Keyboard B","default_transform:default_transform",""
"0","0","7","3","N","Key Press","Key Press","Key Press","Keyboard N","default_transform: | Key::Keyboard N","default_transform:default_transform",""
"0","0","8","3","M","Key Press","Key Press","Key Press","Keyboard M","default_transform: | Key::Keyboard M","default_transform:default_transform",""
"0","0","9","3",",","Key Press","Key Press","Key Press","Keyboard Comma and LessThan","default_transform: | Key::Keyboard Comma and LessThan","default_transform:default_transform",""
"0","0","10","3","{","Key Press","Key Press","Key Press","Keyboard Left Brace","default_transform: | Key::Keyboard Left Brace","default_transform:default_transform",""
"0","0","11","3","/","Key Press","Key Press","Key Press","Keyboard ForwardSlash and QuestionMark","default_transform: | Key::Keyboard ForwardSlash and QuestionMark","default_transform:default_transform",""
"0","0","12","3","-","Key Press","Key Press","Key Press","Keyboard Dash and Underscore","default_transform: | Key::Keyboard Dash and Underscore","default_transform:default_transform",""
"0","0","3","4","Momentary Layer","Momentary Layer","Momentary Layer","Momentary Layer","default_transform","default_transform:","default_transform:default_transform | Layer::1",""
"0","0","4","4","␣","Key Press","Key Press","Key Press","Keyboard Spacebar","default_transform: | Key::Keyboard Spacebar","default_transform:default_transform",""
"0","0","5","4","Alt","Key Press","Key Press","Key Press","Keyboard LeftAlt","default_transform: | Key::Keyboard LeftAlt","default_transform:default_transform","L Alt"
"0","0","7","4","Momentary Layer","Momentary Layer","Momentary Layer","Momentary Layer","default_transform","default_transform:","default_transform:default_transform | Layer::4",""
"0","0","8","4","Momentary Layer","Momentary Layer","Momentary Layer","Momentary Layer","default_transform","default_transform:","default_transform:default_transform | Layer::3",""
"0","0","4","5","Mouse Key Press","Mouse Key Press","Mouse Key Press","Mouse Key Press","default_transform","default_transform:","default_transform:default_transform | select:MB1",""
"0","0","5","5","Momentary Layer","Momentary Layer","Momentary Layer","Momentary Layer","default_transform","default_transform:","default_transform:default_transform | Layer::2",""
"0","0","7","5","Ret","Key Press","Key Press","Key Press","Keyboard Return Enter","default_transform: | Key::Keyboard Return Enter","default_transform:default_transform",""
"1","1","0","0","F1","Key Press","Key Press","Key Press","Keyboard F1","default_transform: | Key::Keyboard F1","default_transform:default_transform",""
"1","1","1","0","F2","Key Press","Key Press","Key Press","Keyboard F2","default_transform: | Key::Keyboard F2","default_transform:default_transform",""
"1","1","2","0","F3","Key Press","Key Press","Key Press","Keyboard F3","default_transform: | Key::Keyboard F3","default_transform:default_transform",""
"1","1","3","0","F4","Key Press","Key Press","Key Press","Keyboard F4","default_transform: | Key::Keyboard F4","default_transform:default_transform",""
"1","1","4","0","F5","Key Press","Key Press","Key Press","Keyboard F5","default_transform: | Key::Keyboard F5","default_transform:default_transform",""
"1","1","5","0","F6","Key Press","Key Press","Key Press","Keyboard F6","default_transform: | Key::Keyboard F6","default_transform:default_transform",""
"1","1","7","0","F7","Key Press","Key Press","Key Press","Keyboard F7","default_transform: | Key::Keyboard F7","default_transform:default_transform",""
"1","1","8","0","F8","Key Press","Key Press","Key Press","Keyboard F8","default_transform: | Key::Keyboard F8","default_transform:default_transform",""
"1","1","9","0","F9","Key Press","Key Press","Key Press","Keyboard F9","default_transform: | Key::Keyboard F9","default_transform:default_transform",""
"1","1","10","0","F10","Key Press","Key Press","Key Press","Keyboard F10","default_transform: | Key::Keyboard F10","default_transform:default_transform",""
"1","1","11","0","F11","Key Press","Key Press","Key Press","Keyboard F11","default_transform: | Key::Keyboard F11","default_transform:default_transform",""
"1","1","12","0","F12","Key Press","Key Press","Key Press","Keyboard F12","default_transform: | Key::Keyboard F12","default_transform:default_transform",""
"1","1","0","1","Game","To Layer","To Layer","To Layer","default_transform","default_transform:","default_transform:default_transform | Layer::7",""
"1","1","1","1","F5","Key Press","Key Press","Key Press","Keyboard F5","default_transform: | Key::Keyboard F5","default_transform:default_transform",""
"1","1","2","1","F6","Key Press","Key Press","Key Press","Keyboard F6","default_transform: | Key::Keyboard F6","default_transform:default_transform",""
"1","1","3","1","F7","Key Press","Key Press","Key Press","Keyboard F7","default_transform: | Key::Keyboard F7","default_transform:default_transform",""
"1","1","4","1","F8","Key Press","Key Press","Key Press","Keyboard F8","default_transform: | Key::Keyboard F8","default_transform:default_transform",""
"1","1","5","1","F","Key Press","Key Press","Key Press","L Ctrl+Keyboard F","default_transform: | Key::Keyboard F","default_transform:default_transform","L Ctrl"
"1","1","7","1","←","Key Press","Key Press","Key Press","L Ctrl+Keyboard LeftArrow","default_transform: | Key::Keyboard LeftArrow","default_transform:default_transform","L Ctrl"
"1","1","8","1","Home","Key Press","Key Press","Key Press","Keyboard Home","default_transform: | Key::Keyboard Home","default_transform:default_transform",""
"1","1","9","1","9 PU","Key Press","Key Press","Key Press","Keypad 9 and PageUp","default_transform: | Key::Keypad 9 and PageUp","default_transform:default_transform",""
"1","1","10","1","3 PD","Key Press","Key Press","Key Press","Keypad 3 and PageDn","default_transform: | Key::Keypad 3 and PageDn","default_transform:default_transform",""
"1","1","11","1","End","Key Press","Key Press","Key Press","Keyboard End","default_transform: | Key::Keyboard End","default_transform:default_transform",""
"1","1","12","1","BkSp","Key Press","Key Press","Key Press","Keyboard Delete","default_transform: | Key::Keyboard Delete","default_transform:default_transform",""
"1","1","0","2","Shft","Key Press","Key Press","Key Press","Keyboard LeftShift","default_transform: | Key::Keyboard LeftShift","default_transform:default_transform",""
"1","1","1","2","F1","Key Press","Key Press","Key Press","Keyboard F1","default_transform: | Key::Keyboard F1","default_transform:default_transform",""
"1","1","2","2","F2","Key Press","Key Press","Key Press","Keyboard F2","default_transform: | Key::Keyboard F2","default_transform:default_transform",""
"1","1","3","2","F3","Key Press","Key Press","Key Press","Keyboard F3","default_transform: | Key::Keyboard F3","default_transform:default_transform",""
"1","1","4","2","F4","Key Press","Key Press","Key Press","Keyboard F4","default_transform: | Key::Keyboard F4","default_transform:default_transform",""
"1","1","5","2","Delete","Key Press","Key Press","Key Press","L Ctrl+Keyboard Delete","default_transform: | Key::Keyboard Delete","default_transform:default_transform","L Ctrl"
"1","1","7","2","←","Key Press","Key Press","Key Press","Keyboard LeftArrow","default_transform: | Key::Keyboard LeftArrow","default_transform:default_transform",""
"1","1","8","2","↓","Key Press","Key Press","Key Press","Keyboard DownArrow","default_transform: | Key::Keyboard DownArrow","default_transform:default_transform",""
"1","1","9","2","↑","Key Press","Key Press","Key Press","Keyboard UpArrow","default_transform: | Key::Keyboard UpArrow","default_transform:default_transform",""
"1","1","10","2","→","Key Press","Key Press","Key Press","Keyboard RightArrow","default_transform: | Key::Keyboard RightArrow","default_transform:default_transform",""
"1","1","11","2","→","Key Press","Key Press","Key Press","L Ctrl+Keyboard RightArrow","default_transform: | Key::Keyboard RightArrow","default_transform:default_transform","L Ctrl"
"1","1","12","2","BkSp","Key Press","Key Press","Key Press","Keyboard Delete","default_transform: | Key::Keyboard Delete","default_transform:default_transform",""
"1","1","0","3","Ctrl","Key Press","Key Press","Key Press","Keyboard LeftControl","default_transform: | Key::Keyboard LeftControl","default_transform:default_transform",""
"1","1","1","3","F9","Key Press","Key Press","Key Press","Keyboard F9","default_transform: | Key::Keyboard F9","default_transform:default_transform",""
"1","1","2","3","F10","Key Press","Key Press","Key Press","Keyboard F10","default_transform: | Key::Keyboard F10","default_transform:default_transform",""
"1","1","3","3","F11","Key Press","Key Press","Key Press","Keyboard F11","default_transform: | Key::Keyboard F11","default_transform:default_transform",""
"1","1","4","3","F12","Key Press","Key Press","Key Press","Keyboard F12","default_transform: | Key::Keyboard F12","default_transform:default_transform",""
"1","1","5","3","H","Key Press","Key Press","Key Press","L Ctrl+Keyboard H","default_transform: | Key::Keyboard H","default_transform:default_transform","L Ctrl"
"1","1","7","3","C","Key Press","Key Press","Key Press","Keyboard C","default_transform: | Key::Keyboard C","default_transform:default_transform","L Ctrl"
"1","1","8","3","V","Key Press","Key Press","Key Press","Keyboard V","default_transform: | Key::Keyboard V","default_transform:default_transform","L Ctrl"
"1","1","9","3","Z","Key Press","Key Press","Key Press","Keyboard Z","default_transform: | Key::Keyboard Z","default_transform:default_transform","L Ctrl"
"1","1","10","3","S","Key Press","Key Press","Key Press","Keyboard S","default_transform: | Key::Keyboard S","default_transform:default_transform","L Ctrl"
"1","1","11","3","X","Key Press","Key Press","Key Press","Keyboard X","default_transform: | Key::Keyboard X","default_transform:default_transform","L Ctrl"
"1","1","12","3","Y","Key Press","Key Press","Key Press","Keyboard Y","default_transform: | Key::Keyboard Y","default_transform:default_transform","L Ctrl"
"1","1","3","4","Alt","Key Press","Key Press","Key Press","Keyboard LeftAlt","default_transform: | Key::Keyboard LeftAlt","default_transform:default_transform",""
"1","1","4","4","␣","Key Press","Key Press","Key Press","Keyboard Spacebar","default_transform: | Key::Keyboard Spacebar","default_transform:default_transform",""
"1","1","5","4","To Layer","To Layer","To Layer","To Layer","default_transform","default_transform:","default_transform:default_transform | Layer::0",""
"1","1","7","4","None","None","None","None","default_transform","default_transform:","default_transform:default_transform",""
"1","1","8","4","None","None","None","None","default_transform","default_transform:","default_transform:default_transform",""
"1","1","4","5","Mouse Key Press","Mouse Key Press","Mouse Key Press","Mouse Key Press","default_transform","default_transform:","default_transform:default_transform | select:MB1",""
"1","1","5","5","Mouse Key Press","Mouse Key Press","Mouse Key Press","Mouse Key Press","default_transform","default_transform:","default_transform:default_transform | select:MB2",""
"1","1","7","5","Ret","Key Press","Key Press","Key Press","Keyboard Return Enter","default_transform: | Key::Keyboard Return Enter","default_transform:default_transform",""
"2","2","0","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"2","2","1","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"2","2","2","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"2","2","3","0","Mouse Key Press","Mouse Key Press","Mouse Key Press","Mouse Key Press","default_transform","default_transform:","default_transform:default_transform | select:MB4",""
"2","2","4","0","Mouse Key Press","Mouse Key Press","Mouse Key Press","Mouse Key Press","default_transform","default_transform:","default_transform:default_transform | select:MB5",""
"2","2","5","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"2","2","7","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"2","2","8","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"2","2","9","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"2","2","10","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"2","2","11","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"2","2","12","0","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"2","2","0","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"2","2","1","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"2","2","2","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"2","2","3","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"2","2","4","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"2","2","5","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"2","2","7","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"2","2","8","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"2","2","9","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"2","2","10","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"2","2","11","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"2","2","12","1","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
"2","2","0","2","Transparent","Transparent","Transparent","Transparent","default_transform","default_transform:","default_transform:default_transform",""
